"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","RS_VotedGE17","RS_VoteChoice17","RS_VotedGE19","RS_VoteChoice19","RS_EUReferendumChoice16","RS_RichPeopleGetAwayWithIt","RS_RespectUKValues","RS_ProtectWorkingConditionsWages","RS_BusinessOverregulated","RS_NationalisePublicServicesIndustries","RS_TolerateUnconventional","RS_TougherSentences","RS_RedistributeIncome","RS_FewerImmigrants","RS_AbolishMonarchy","ID","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion","politics"
3,2,3,3,4,2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,-1,0,1,1,1,1,0.5,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,3,0,2,2,2,0,0,0,0,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.919863655494076,"E12000002 (NW England)",27,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","Yes","Yes","Not very closely","It is entirely caused by human activity","Professional service cosmopolitans",NA,NA,"Voted","Labour","Remain",-1,-1,-2,0,1,-2,0,-1,-2,2,88,0.833333333333333,0.75,0.777777777777778,0.25,0.333333333333333,0,0.583333333333333,0.6,0.2,0.6,1,0,1,1,27,2,0,-0.3
2,2,3,3,3,2,0,0,0,1,-1,0,0,0,0,0,1,1,1,0,0,1,1,1,-1,-1,1,1,0,0.5,0.5,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,-1,0,-1,1,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.685830368240557,"E12000002 (NW England)",61,"Male","Pakistani","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L2: Higher managerial and administrative occupations","No","No","Yes","Not at all","It is partly caused by natural processes and partly caused by human activity","Pakistani communities","Voted","Labour","Voted","Labour","Remain",1,1,-1,0,0,-1,1,0,1,0,89,0.666666666666667,0.6875,0.680555555555555,0.25,-0.166666666666667,0,0.5,0.6,0.133333333333333,0.6,-0.333333333333333,0.166666666666667,0,1,61,2,2,0.1
2,2,4,3,3,3,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0.5,0.5,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.07996821279217,"E12000002 (NW England)",34,"Male","White British","Not religious","English is only language","No academic or vocational qualifications","L12.2: Semi-routine service occupations","No","No","Yes","Fairly closely","It is entirely caused by human activity","Pakistani communities","Did not vote","Did not vote","Did not vote","Did not vote","Remain",2,2,-1,0,-1,-1,0,-1,2,2,90,0.666666666666667,0.8125,0.763888888888889,0,-0.166666666666667,0,0.666666666666667,0.4,0.266666666666667,0.2,-0.333333333333333,0,1,1,34,0,0,0.2
3,2,3,3,3,2,0,0,0,1,0,-1,0,0,0,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,3,3,-1,1,1,0,0,1,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.809410465716288,"E12000002 (NW England)",73,"Male","Mixed/Multiple ethnic groups","Religious (not actively practising)","English is main language but not the only one","Degree level qualification(s)",NA,"No","No","Yes","Very closely","It is mainly caused by human activity","Indian tech achievers","Voted","Conservatives","Voted","Conservatives","Leave",0,1,-1,0,-1,-1,1,-1,-1,0,91,0.833333333333333,0.6875,0.736111111111111,0.25,-0.166666666666667,0.333333333333333,0.666666666666667,0.6,0.4,0.6,0.333333333333333,0.166666666666667,0,1,73,2,1,-0.15
2,2,4,4,4,4,0,0,0,1,0,0,-1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0.5,0.5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,-1,1,0,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.768300148786382,"E12000002 (NW England)",54,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Fairly closely","It is entirely caused by human activity","Indian tech achievers","Voted","Conservatives",NA,NA,"Leave",0,0,0,0,-1,0,2,-1,0,2,92,0.666666666666667,1,0.888888888888889,0.25,-0.166666666666667,0,0.833333333333333,0.6,0,0.6,0.333333333333333,0,0,1,54,1,2,0.1
3,2,3,2,3,1,0,0,0,0,1,1,-1,1,0,0,1,1,0,1,1,-1,1,0,1,1,1,0,0.5,0.5,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,3,-1,1,1,0,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.547934115337153,"E12000002 (NW England)",48,"Male","White British","Religious (not actively practising)","English is main language but not the only one","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Self-sufficient retirement","Voted","Labour","Voted","Labour","Remain",-2,-1,-2,-1,0,-2,1,-2,-2,1,93,0.833333333333333,0.5625,0.652777777777778,0,0.166666666666667,0.333333333333333,0.583333333333333,0.2,0.2,0.4,0.333333333333333,0,1,1,48,2,1,-0.5
3,2,4,4,4,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,0,1,0,1,1,0.5,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,-1,1,1,1,1,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.892893776654927,"E12000002 (NW England)",59,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L3.2: Higher professional occupations -  ‘New’ employees","No","No","Yes","Fairly closely","It is entirely caused by human activity","Semi-detached ageing","Voted","Conservatives","Voted","Conservatives","Leave",-1,1,1,-1,2,-1,0,1,1,2,94,0.833333333333333,0.75,0.777777777777778,0.25,0.333333333333333,0,0.666666666666667,0,0.266666666666667,0.4,0.5,0.166666666666667,0,1,59,1,2,0.25
3,2,3,3,3,3,1,0,1,0,0,0,-1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,1,0,1,1,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.630742737203859,"E12000002 (NW England)",62,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L10: Lower supervisory occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Semi-detached ageing","Voted","Labour","Voted","Labour","Remain",0,1,-2,-2,0,-1,0,0,-1,1,95,0.833333333333333,0.75,0.777777777777778,0.5,-0.166666666666667,-0.333333333333333,0.833333333333333,0.8,0.0666666666666667,0.7,0.166666666666667,0.333333333333333,0,1,62,1,0,-0.2
2,1,3,2,1,2,0,0,0,1,0,1,0,0,0,0,1,1,1,1,-1,0,-1,1,1,0,1,0,NA,0.5,0.5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,NA,1,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.671618423968555,"E12000002 (NW England)",29,"Female","Any other White background","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","White suburban communities","Did not vote","Did not vote","Voted","Labour","Did not vote",-1,1,-1,0,-1,0,1,1,-2,1,96,0.5,0.5,0.5,0.25,0.166666666666667,0,0.416666666666667,0.2,0,0,0,0.166666666666667,1,1,29,2,1,-0.05
3,2,3,2,4,2,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,-1,-1,1,1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.01328875031941,"E12000002 (NW England)",28,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L11.1: Lower technical craft occupations","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","Ageing industrious workers","Voted","Labour","Voted","Labour","Leave",-2,0,-2,-1,-2,1,1,-2,0,1,97,0.833333333333333,0.6875,0.736111111111111,0.25,0.333333333333333,0.666666666666667,0.5,0.4,0.133333333333333,0.2,0.666666666666667,0,0,1,28,1,0,-0.3
1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,NA,0.5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,NA,NA,1,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.20001260180344,"E12000002 (NW England)",44,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","No","Yes","Very closely",NA,"Industrious transitions","Did not vote","Did not vote",NA,NA,"Remain",0,2,0,0,-2,-2,2,NA,NA,0,98,0.333333333333333,0.375,0.361111111111111,0,0,0,0.25,0,0.4,0,0.166666666666667,NA,1,1,44,1,2,0
3,2,4,4,4,4,0,1,0,0,1,1,1,0,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,5,5,-1,2,0,1,2,2,2,2,NA,"No","Yes, and I have already been vaccinated","Telephone interview",1.20917847160158,"E12000002 (NW England)",55,"Male","Mixed/Multiple ethnic groups","Religious (not actively practising)","English is only language","Non-degree level qualifications","L12.2: Semi-routine service occupations","Yes","Yes","Yes","Very closely","It is entirely caused by human activity","Young hard-pressed families","Voted","Labour","Did not vote","Did not vote","Remain",-1,1,-1,1,-1,-1,2,-1,1,2,99,0.833333333333333,1,0.944444444444445,0.25,0.5,0,0.666666666666667,1,0.6,1,0.5,1,0,1,55,1,1,0.1
1,1,1,1,1,0,0,0,0,0,1,1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,NA,-0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,-1,1,-1,0,-1,0,NA,0,"No","Yes, and I have already been vaccinated","Telephone interview",2.34929944482145,"E12000002 (NW England)",61,"Female","White British","Not religious","English is only language","No academic or vocational qualifications",NA,"No","No","No","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Young hard-pressed families","Voted","Conservatives",NA,NA,"Leave",-1,2,-2,1,-2,-1,0,-2,-2,2,100,0.333333333333333,0.1875,0.236111111111111,0,0.166666666666667,0.333333333333333,-0.166666666666667,0,0,0.2,-0.166666666666667,-0.166666666666667,0,1,61,0,0,-0.25
3,1,4,4,4,4,0,0,0,0,-2,0,-2,-1,0,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-2,1,1,1,0,0,0,-2,NA,"No","No, I would not get vaccinated","Online s/cquestionnaire",2.07679342330692,"E12000003 (Yorkshire & Humberside)",29,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Industrious hardship","Voted",NA,NA,NA,"Leave",0,2,-2,0,-2,0,1,0,0,0,101,0.666666666666667,1,0.888888888888889,0,-0.666666666666667,-0.333333333333333,0.75,1,0.0666666666666667,0.2,0.5,0,0,0,29,1,0,-0.05
3,3,4,4,4,4,1,0,-1,-1,1,1,1,0,1,1,1,1,0,-1,-1,1,1,-1,-1,-1,1,1,0,1,0.5,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,1,-2,2,2,2,2,2,0,NA,0,"No","Yes, and I have already been vaccinated","Telephone interview",1.09001954513705,"E12000003 (Yorkshire & Humberside)",58,"Female","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)",NA,"Yes","No","Yes",NA,"Dont know","Industrious hardship",NA,NA,"Voted","Labour","Did not vote",NA,-2,NA,NA,NA,1,-2,NA,-2,NA,102,1,1,1,-0.25,0.5,0.666666666666667,0.0833333333333333,0.8,0.133333333333333,0.4,1,0.666666666666667,0,1,58,2,1,-0.625
3,2,3,3,3,2,0,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.5,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,-1,-2,1,2,1,0,0,NA,0,"Yes, confirmed by a positive test","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.575668361470027,"E12000001 (NE England)",31,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Hampered aspiration","Voted","Labour","Voted","Labour","Remain",-1,-1,-2,-1,-1,-2,1,-2,-2,2,103,0.833333333333333,0.6875,0.736111111111111,0.25,0.5,0,0.833333333333333,0.2,0.4,0.2,0.166666666666667,0.166666666666667,1,1,31,2,0,-0.45
2,1,2,3,4,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,0.5,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,NA,0,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.858430792450332,"E12000001 (NE England)",20,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L15: Full-time students","No","Yes","Yes","Very closely","It is mainly caused by human activity","Student digs","Voted","Labour","Voted","Labour","Did not vote",-2,-1,-2,-2,-2,-2,-1,-2,-2,-1,104,0.5,0.625,0.583333333333333,0,0.166666666666667,0,1,0.4,0,0,0.5,0,0,1,20,1,0,-0.85
2,1,2,3,3,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,1,1,-1,0,-1,0,1,0,0,0.5,0.5,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.675339877118618,"E12000001 (NE England)",36,"Female","Any other White background","Religious (practising)","English is main language but not the only one","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","Yes","Yes","Yes","Fairly closely","It is entirely caused by human activity","Student digs","Voted","Conservatives",NA,NA,"Remain",2,0,-1,NA,0,1,1,0,0,2,105,0.5,0.5,0.5,0,-0.166666666666667,0,0.333333333333333,0.2,0.666666666666667,0.2,0,0.166666666666667,0,1,36,1,2,0.277777777777778
2,2,2,2,3,0,0,0,0,0,0,-1,-1,0,-1,0,1,1,1,-1,1,0,1,1,1,1,1,-1,-0.5,0.5,0.5,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,-1,1,-1,2,1,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.586510026591753,"E12000001 (NE England)",39,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Families in terraces and flats","Voted","Labour","Voted","Labour","Remain",-1,-2,-2,-1,-2,-2,NA,-1,-1,-2,106,0.666666666666667,0.4375,0.513888888888889,0,-0.333333333333333,-0.333333333333333,0.583333333333333,0.2,0.2,0.1,0.333333333333333,0.166666666666667,0,1,39,2,0,-0.777777777777778
2,2,2,2,3,2,1,0,0,1,1,-1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,0,1,1,1,1,1,0,1,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.642384806845274,"E12000005 (West Midlands)",54,"Male","Black Caribbean","Religious (not actively practising)","English is only language","Degree level qualification(s)","L12.4: Semi-routine operative occupations","No","Yes","Yes","Very closely","It is mainly caused by human activity","Social renting young families","Voted","Labour","Voted","Labour","Remain",-2,0,-2,-2,-1,-1,-2,-2,-1,-1,107,0.666666666666667,0.5625,0.597222222222222,0.5,0,-0.333333333333333,1,0.6,0.6,0.8,0.5,0.333333333333333,1,1,54,2,1,-0.7
3,1,4,4,4,0,0,0,1,0,2,2,2,1,1,0,1,1,1,1,1,1,-1,1,-1,1,1,-1,NA,1,0.5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,0,2,2,0,NA,2,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.19600569345892,"E12000007 (London)",34,"Female","Indian","Religious (not actively practising)","English is main language but not the only one","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","Yes","Yes","Yes","Not very closely","It is entirely caused by human activity","Social renting young families","Voted","Labour","Voted","Labour","Remain",-2,-2,-2,NA,-2,-1,2,1,-1,-1,108,0.666666666666667,0.75,0.722222222222222,0.25,1,0.666666666666667,0.5,0.6,0.333333333333333,0,0.666666666666667,0.666666666666667,0,1,34,2,1,-0.444444444444444
2,1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,0.5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,0,0,1,NA,NA,NA,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.702123020623453,"E12000007 (London)",52,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","Yes","No","Yes","Not at all","It is mainly caused by human activity","Social renting young families","Did not vote","Did not vote","Voted","Conservatives","Leave",NA,2,-2,NA,NA,-1,2,2,0,NA,109,0.5,0.1875,0.291666666666667,-0.5,0,0,0.25,0.4,0.0666666666666667,0,0.166666666666667,NA,1,1,52,1,1,0.25
3,2,4,4,4,4,1,1,1,1,1,0,-1,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.5,0.5,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,4,1,0,0,0,0,0,0,NA,0,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.80124938457801,"E12000007 (London)",39,"Female","Black African","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Social renting young families","Voted","Labour","Voted","Conservatives","Remain",1,1,-2,2,0,-1,2,2,1,2,110,0.833333333333333,1,0.944444444444445,1,0,0,0.833333333333333,0.8,0.2,0.8,0,0,1,1,39,2,2,0.4
3,2,4,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,-1,1,0,0.5,0.5,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,3,1,0,0,0,1,1,1,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.805621724165018,"E12000007 (London)",48,"Female","Pakistani","Religious (not actively practising)","English is a second language (at most)","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Fairly closely","Dont know","Social renting young families","Voted","Labour","Voted","Labour","Remain",0,0,-2,0,0,-1,2,0,0,0,111,0.833333333333333,0.5625,0.652777777777778,0.5,0,0,0.416666666666667,0.4,0.266666666666667,0.6,0,0.5,1,1,48,1,1,-0.05
2,2,3,3,2,3,0,0,0,1,0,0,-1,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,0,0.5,0.5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,NA,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.1676127762409,"E12000005 (West Midlands)",70,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Renting hard-pressed workers","Voted","Conservatives","Voted","Conservatives","Remain",0,1,-2,1,2,-1,2,0,2,2,112,0.666666666666667,0.6875,0.680555555555555,0.25,-0.166666666666667,0,0.333333333333333,0.2,0.266666666666667,0.1,0,NA,0,1,70,2,1,0.35
3,2,4,4,4,2,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,-1,0.5,0.5,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,1,1,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.06702294035825,"E12000005 (West Midlands)",58,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","No","Yes","No","Very closely","It is partly caused by natural processes and partly caused by human activity","Pakistani communities","Voted","Conservatives","Voted","Conservatives","Remain",1,1,-1,-2,2,-1,2,1,1,2,113,0.833333333333333,0.875,0.861111111111111,0.25,0.333333333333333,0.333333333333333,0.666666666666667,1,0.0666666666666667,0.6,0.666666666666667,0,0,1,58,2,1,0.3
3,2,4,4,4,2,0,0,0,1,0,1,0,0,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,-1,1,1,1,1,1,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.392843007263521,"E12000003 (Yorkshire & Humberside)",69,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L14: Never worked and long-term unemployed","No","No","Yes","Very closely","It is mainly caused by human activity","White suburban communities","Voted","Liberal Democrats","Voted","Liberal Democrats","Remain",-1,1,-1,0,1,-2,0,-1,-2,2,114,0.833333333333333,0.875,0.861111111111111,0.25,0.166666666666667,0.333333333333333,0.833333333333333,0.6,0,0.8,0.5,0.333333333333333,0,1,69,2,0,-0.15
2,1,2,2,2,2,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-0.5,-0.5,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,-1,0,0,0,-1,0,0,-2,NA,"Prefer not to answer","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.26715243417857,"E12000003 (Yorkshire & Humberside)",44,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities","Voted","Liberal Democrats","Voted","The Brexit Party","Leave",-1,1,-1,0,-1,0,2,-1,0,2,115,0.5,0.5,0.5,0,-0.166666666666667,0,0.333333333333333,0.6,0,0.4,0,-0.166666666666667,NA,1,44,2,1,0.05
3,2,3,3,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.08148324371063,"E12000003 (Yorkshire & Humberside)",31,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","Yes","Yes","Fairly closely","It is entirely caused by human activity","White suburban communities","Voted","Labour","Voted","Labour","Remain",-1,0,-2,NA,NA,-1,NA,1,-2,1,116,0.833333333333333,0.625,0.694444444444445,0,0.333333333333333,0,0.916666666666667,0.2,0.333333333333333,0,1,0,0,1,31,2,0,-0.285714285714286
